id,class
24613,0
24614,0
24615,2
24616,1
24617,0
24618,1
24619,1
24620,1
24621,1
24622,1
24623,2
24624,0
24627,2
24636,0
24647,0
24651,1
24652,2
24659,2
24661,1
24668,2
24674,2
24679,1
24686,1
24701,1
24709,0
24721,2
24730,1
24734,1
24739,1
24749,1
24756,0
24758,1
24765,1
24771,2
24777,1
24813,1
24814,1
24820,1
24837,1
24839,1
24852,2
24858,0
24877,1
24885,1
24886,1
24891,0
24892,1
24899,1
24900,1
24901,0
24902,1
24904,2
24905,1
24906,1
24907,2
24908,1
24910,1
24911,2
24912,1
24913,2
24914,1
24915,0
24916,2
24917,1
24918,1
24920,1
24921,1
24922,2
24923,1
24924,2
24925,1
24926,1
24927,2
24928,0
24929,0
24930,1
24931,1
24932,1
24933,1
24934,1
24935,1
24936,2
24937,1
24938,1
24939,1
24940,1
24941,2
24942,2
24943,1
24944,1
24945,1
24946,1
24947,0
24948,2
24949,2
24950,1
24951,1
24952,1
24953,1
24954,1
24955,1
24956,2
24957,2
24958,1
24959,1
24960,1
24961,0
24962,1
24963,0
24964,1
24965,1
24966,0
24967,2
24968,1
24969,1
24970,0
24971,1
24972,1
24973,1
24974,1
24975,1
24976,1
24977,1
24978,1
24979,2
24980,1
24981,1
24982,2
24983,1
24984,1
24985,1
24987,1
24988,1
24989,1
24990,0
24991,2
24992,1
24993,2
24994,1
24995,1
24996,1
24998,1
24999,1
25000,1
25001,1
25002,0
25003,2
25004,1
25005,1
25006,1
25007,2
25008,1
25009,0
25012,1
25013,1
25014,1
25015,2
25016,2
25017,1
25018,2
25019,1
25020,2
25021,0
25022,0
25023,0
25024,1
25025,1
25026,1
25027,1
25028,0
25029,2
25030,0
25031,0
25032,1
25033,2
25034,2
25035,1
25036,1
25037,0
25038,1
25039,1
25040,1
25041,2
25042,1
25043,2
25044,1
25045,2
25046,1
25047,1
25048,1
25049,1
25050,2
25051,1
25052,1
25053,1
25054,0
25055,0
25056,0
25057,2
25058,1
25059,2
25060,1
25061,0
25062,2
25063,2
25064,1
25065,0
25066,1
25067,1
25068,1
25069,1
25070,1
25071,2
25072,1
25074,1
25075,1
25076,1
25077,1
25078,1
25079,1
25080,1
25081,0
25082,0
25083,1
25084,1
25085,2
25086,1
25087,1
25088,1
25089,2
25090,1
25091,1
25092,0
25093,1
25094,1
25095,1
25096,1
25097,0
25098,1
25099,2
25100,2
25101,1
25102,1
25103,2
25104,1
25105,1
25106,1
25107,1
25108,1
25109,2
25110,1
25111,0
25112,1
25113,1
25114,0
25115,1
25116,1
25117,0
25118,0
25119,0
25120,1
25121,1
25122,1
25123,1
25124,1
25125,1
25126,1
25127,1
25128,1
25129,1
25130,1
25131,1
25132,1
25133,1
25134,0
25135,2
25523,0
25627,2
25651,2
25659,0
25685,2
25741,0
25801,1
25811,1
25814,1
25818,1
25819,1
25820,1
25821,1
25822,2
25824,2
25826,2
25827,1
25828,0
25830,1
25831,2
25832,1
25833,1
25834,1
25835,2
25836,1
25837,1
25838,1
25839,1
25840,1
25841,1
25842,2
25843,1
25844,2
25845,1
25846,1
25847,1
25848,1
25849,0
25850,1
25851,0
25852,2
25853,1
25854,2
25855,1
25856,1
25857,1
25859,2
25860,1
25861,1
25862,1
25863,0
25864,1
25865,1
25866,1
25867,1
25868,1
25869,1
25870,2
25871,1
25872,1
25873,1
25874,1
25875,1
25876,0
25877,1
25878,2
25879,1
25880,1
25881,1
25882,1
25884,1
25885,1
25886,2
25887,1
25888,0
25889,1
25890,1
25891,2
25892,1
25893,1
25894,2
25895,1
25896,0
25897,1
25898,2
25899,2
25900,1
25901,1
25902,1
25903,1
25904,1
25905,0
25906,0
25907,1
25908,2
25909,1
25910,1
25911,2
25912,1
25913,0
25914,0
25915,0
25916,1
25917,2
25918,2
25919,1
25920,1
25921,2
25922,1
25923,1
25924,1
25925,1
25926,1
25927,1
25928,1
25929,1
25930,1
25931,1
25932,1
25934,0
25936,2
25937,0
25938,2
25939,1
25940,1
25941,1
25942,1
25943,1
25944,0
25945,1
25946,0
25947,1
25948,2
25949,0
25954,2
25956,1
25964,0
25972,2
25978,1
25982,1
26014,1
26016,1
26036,0
26037,0
26039,1
26042,2
26043,1
26046,1
26053,1
26063,1
26065,1
26071,1
26075,1
26082,0
26084,1
26096,1
26106,2
26109,1
26111,2
26115,1
26122,0
26127,0
26137,2
26147,1
26157,1
26181,1
26222,1
26225,1
26226,0
26227,2
26228,0
26229,1
26230,1
26231,1
26232,0
26233,1
26234,1
26235,1
26236,1
26237,1
26238,1
26239,1
26240,1
26241,1
26242,1
26243,2
26244,2
26245,1
26246,1
26247,1
26248,0
26249,0
26251,2
26252,1
26253,2
26254,1
26255,1
26256,1
26257,1
26258,1
26259,1
26260,1
26261,2
26262,1
26263,1
26264,1
26265,1
26266,1
26267,0
26268,1
26269,1
26270,2
26271,1
26272,1
26273,0
26274,1
26275,1
26276,1
26277,2
26278,1
26279,1
26280,1
26281,1
26282,0
26283,1
26284,1
26285,2
26286,1
26288,1
26289,2
26290,1
26291,1
26292,1
26293,1
26294,1
26295,1
26296,0
26297,1
26298,1
26299,1
26300,2
26301,2
26302,1
26303,1
26304,1
26305,1
26306,1
26307,2
26308,1
26309,0
26310,2
26311,1
26312,1
26313,2
26314,1
26315,0
26316,1
26317,0
26318,2
26319,1
26320,1
26321,1
26322,1
26323,1
26324,1
26325,1
26326,1
26327,2
26328,1
26329,1
26330,0
26331,1
26332,0
26333,2
26334,2
26335,2
26336,2
26337,0
26338,1
26339,1
26340,1
26341,1
26342,2
26343,2
26344,1
26345,1
26346,1
26347,1
26348,1
26349,0
26350,1
26351,1
26352,1
26353,1
26354,1
26355,1
26356,0
26357,1
26358,1
26359,0
26360,2
26361,1
26362,1
26363,1
26364,1
26365,0
26366,2
26367,2
26368,1
26369,1
26370,1
26371,1
26372,1
26373,2
26374,1
26375,1
26376,0
26377,1
26378,1
26379,0
26380,1
26381,1
26382,1
26383,1
26384,1
26385,1
26386,1
26387,1
26388,2
26389,1
26390,1
26391,1
26392,0
26393,1
26394,0
26395,1
26396,2
26397,0
26398,1
26399,1
26400,1
26401,1
26402,1
26403,1
26404,1
26405,1
26406,2
26407,1
26408,1
26409,0
26410,1
26411,1
26412,2
26413,1
26414,2
26415,1
26416,1
26417,1
26418,1
26419,0
26420,1
26421,2
26422,1
26423,1
26424,1
26425,0
26426,1
26427,0
26428,1
26429,0
26430,2
26431,1
26432,2
26433,1
26434,1
26435,1
26436,1
26437,1
26438,1
26440,1
26441,1
26442,1
26443,0
26444,1
26445,0
26446,1
26447,1
26448,1
26449,0
26450,1
26451,2
26452,1
26453,1
26454,1
26455,1
26456,1
26864,1
26924,1
26976,2
26994,1
27005,2
27018,1
27021,0
27048,1
27054,0
27066,1
27068,2
27071,1
27078,1
27079,1
27080,1
27118,1
27128,1
27133,1
27134,2
27135,1
27136,1
27137,1
27138,1
27139,2
27140,2
27141,1
27142,1
27143,1
27144,1
27145,1
27146,2
27147,2
27148,0
27149,1
27150,1
27151,1
27152,1
27153,2
27154,1
27155,2
27156,0
27157,1
27158,1
27159,0
27160,2
27161,1
27162,2
27163,1
27164,2
27165,1
27166,1
27167,1
27168,0
27169,1
27170,1
27171,1
27172,1
27173,1
27174,1
27175,0
27176,1
27177,1
27178,1
27179,2
27180,1
27181,2
27182,1
27183,1
27184,0
27185,1
27186,1
27187,1
27188,0
27189,1
27190,1
27191,1
27192,1
27193,1
27194,1
27195,1
27196,1
27197,0
27198,1
27199,1
27200,1
27201,1
27202,1
27203,0
27204,1
27205,0
27206,2
27207,2
27208,1
27209,1
27210,1
27211,1
27212,2
27213,0
27214,1
27215,2
27216,2
27217,2
27218,0
27219,2
27220,1
27221,0
27222,1
27223,0
27224,1
27225,1
27226,1
27227,1
27228,1
27229,0
27230,1
27231,2
27232,1
27233,1
27234,0
27235,2
27236,1
27237,1
27238,1
27239,0
27240,1
27241,1
27242,1
27243,1
27247,1
27249,2
27254,1
27283,1
27289,0
27298,1
27304,1
27308,1
27318,1
27325,0
27334,1
27342,1
27371,0
27382,1
27391,1
27394,0
27401,1
27408,1
27412,2
27415,0
27418,1
27422,2
27452,1
27456,1
27466,1
27469,1
27486,1
27488,0
27502,0
27521,0
27525,1
27540,2
27541,1
27542,1
27545,1
27546,1
27547,1
27548,1
27549,1
27550,2
27551,0
27552,0
27553,1
27556,2
27557,1
27559,2
27560,2
27561,1
27562,1
27563,1
27565,0
27567,1
27569,1
27570,2
27574,2
27575,1
27576,1
27578,1
27579,1
27580,2
27581,1
27582,1
27583,1
27584,0
27585,1
27586,1
27587,0
27588,2
27589,1
27590,1
27591,1
27592,1
27593,1
27594,1
27595,0
27596,0
27597,2
27598,1
27599,1
27600,1
27601,2
27602,1
27603,1
27604,0
27605,1
27606,2
27607,1
27608,1
27609,1
27610,1
27611,0
27613,1
27614,2
27615,1
27616,1
27617,2
27618,0
27619,2
27621,1
27622,0
27623,1
27624,1
27625,2
27626,1
27627,0
27628,1
27629,2
27630,1
27631,0
27632,1
27633,1
27634,0
27635,1
27636,1
27637,0
27638,1
27639,1
27640,1
27641,1
27642,1
27643,2
27644,1
27645,1
27646,1
27647,1
27648,1
27649,2
27650,0
27651,2
27652,1
27653,1
27654,1
27655,1
27656,1
27657,1
27658,1
27659,2
27660,0
27661,1
27662,0
27663,0
27664,1
27665,1
27666,2
27667,1
27668,1
27669,1
27670,1
27671,1
27672,1
27673,2
27674,1
27675,1
27676,1
27677,0
27678,1
27680,1
27682,2
27683,1
27684,0
27685,1
27686,2
27687,0
27688,1
27689,1
27690,2
27691,2
27692,1
27693,2
27694,0
27695,2
27696,1
27697,1
27698,2
27699,2
27700,1
27701,1
27702,2
27703,1
27704,2
27705,1
27706,1
27707,1
27708,1
27709,2
27710,1
27711,1
27712,1
27713,1
27714,0
27715,2
27716,1
27717,0
27718,1
27719,1
27720,1
27721,0
27722,1
27723,1
27724,1
27725,1
27726,0
27727,1
27728,1
27729,1
27730,1
27731,1
27732,2
27733,1
27734,1
27735,1
27736,1
27737,0
27738,1
27739,0
27740,2
27741,1
27742,0
27743,1
27744,1
27745,1
27746,1
27747,1
27748,1
27749,1
27750,1
27751,1
27752,0
27753,2
27754,1
27765,0
28256,1
28294,2
28383,0
28394,0
28412,2
28420,2
28431,0
28432,1
28447,1
28457,0
28462,1
28464,1
28467,0
28470,1
28471,1
28472,1
28473,1
28475,2
28476,1
28477,0
28478,0
28479,0
28480,2
28481,2
28482,1
28483,2
28484,1
28485,1
28486,2
28487,1
28488,1
28489,0
28490,1
28491,0
28492,1
28493,0
28494,1
28495,2
28496,2
28497,1
28499,1
28500,1
28501,1
28502,1
28503,1
28504,1
28505,0
28506,0
28507,0
28508,1
28509,1
28510,1
28511,1
28512,1
28513,1
28514,2
28515,0
28516,1
28517,2
28518,1
28519,1
28520,1
28521,0
28522,1
28523,1
28524,2
28525,1
28526,1
28527,1
28528,2
28529,1
28530,2
28531,2
28532,1
28533,2
28535,1
28536,1
28537,1
28538,0
28539,1
28540,1
28541,0
28542,2
28543,2
28545,1
28546,2
28547,1
28548,1
28549,1
28550,1
28551,2
28553,1
28554,2
28555,1
28556,1
28557,1
28558,2
28560,1
28561,2
28562,1
28563,1
28564,1
28565,0
28566,1
28567,2
28568,1
28569,1
28570,1
28571,1
28572,0
28573,1
28574,1
28575,0
28576,1
28577,2
28578,1
28579,1
28580,2
28581,0
28582,1
28599,1
28627,1
28632,1
28647,2
28652,0
28658,1
28659,1
28664,1
28669,1
28672,0
28676,2
28690,0
28714,0
28724,1
28725,1
28726,1
28746,1
28778,1
28779,1
28795,1
28803,1
28826,1
28863,2
28864,1
28865,0
28866,2
28867,1
28868,2
28869,1
28870,1
28871,0
28872,1
28873,0
28874,1
28875,1
28876,1
28877,1
28878,1
28879,1
28881,1
28882,1
28883,1
28884,1
28885,1
28886,0
28889,1
28890,0
28891,0
28892,0
28893,1
28894,1
28895,1
28896,1
28897,1
28898,1
28899,1
28900,1
28901,0
28902,1
28903,1
28904,1
28905,1
28906,1
28907,2
28908,1
28909,1
28910,0
28911,1
28912,0
28913,0
28914,1
28915,1
28916,2
28917,1
28918,1
28919,1
28920,1
28921,1
28922,2
28923,2
28924,2
28925,2
28926,1
28927,1
28928,2
28929,1
28930,1
28931,1
28932,0
28933,0
28934,1
28935,2
28936,1
28937,1
28938,1
28939,1
28940,2
28941,1
28942,0
28943,0
28944,0
28945,1
28946,1
28947,0
28948,0
28949,1
28950,1
28951,0
28952,1
28953,2
28954,0
28955,1
28956,1
28957,0
28958,1
28959,2
28960,1
28961,1
28962,1
28963,1
28964,1
28965,2
28966,0
28967,1
28968,2
28969,2
28970,1
28971,0
28972,1
28973,1
28974,1
28975,2
28976,1
28977,1
28978,1
28979,0
28980,1
28981,1
28982,1
28983,2
28984,2
28985,1
28986,1
28987,1
28988,1
28989,0
28990,0
28991,1
28992,1
28993,1
28994,1
28995,0
28996,1
28997,1
28998,1
28999,1
29000,1
29001,2
29002,1
29003,1
29004,1
29005,1
29006,1
29007,0
29008,1
29009,1
29010,1
29011,1
29012,2
29013,1
29015,1
29016,1
29017,2
29018,1
29019,1
29020,1
29021,1
29022,2
29023,1
29024,2
29025,2
29026,0
29027,1
29028,0
29029,1
29030,1
29031,2
29032,0
29033,2
29034,1
29035,0
29036,1
29038,2
29039,1
29040,1
29041,2
29042,1
29043,1
29044,1
29045,2
29046,2
29047,1
29048,0
29049,1
29050,1
29051,1
29052,1
29053,1
29054,1
29055,0
29056,1
29058,1
29059,0
29060,1
29061,2
29062,2
29063,1
29064,1
29065,1
29066,1
29067,1
29068,1
29069,1
29070,1
29071,1
29072,1
29073,0
29074,2
29075,2
29076,0
29077,0
29078,1
29079,1
29080,1
29081,1
29082,1
29083,0
29084,2
29085,1
29086,2
29087,1
29088,1
29089,1
29090,1
29091,1
29092,1
29093,1
29094,1
29095,1
29096,1
29097,1
29098,1
29099,0
29100,2
29101,1
29397,2
29399,1
29489,1
29553,1
29564,0
29584,1
29619,1
29642,1
29650,1
29662,1
29690,0
29720,1
29733,1
29738,1
29742,1
29743,1
29745,1
29747,1
29748,1
29749,1
29750,1
29751,1
29752,1
29753,0
29754,1
29755,1
29756,1
29757,1
29758,1
29759,1
29760,2
29761,1
29762,1
29763,0
29764,1
29765,2
29766,1
29767,1
29768,1
29769,1
29770,1
29771,1
29772,0
29773,1
29774,1
29775,0
29776,1
29777,1
29778,0
29779,1
29780,1
29781,0
29782,1
29783,1
29784,1
29785,1
29786,1
29787,1
29788,2
29789,1
29790,2
29791,1
29792,1
29793,1
29794,1
29796,0
29797,1
29798,1
29799,2
29800,1
29802,1
29803,1
29805,1
29806,1
29807,1
29808,1
29809,0
29810,1
29811,1
29812,1
29813,1
29814,1
29815,1
29816,2
29817,1
29818,2
29819,0
29820,0
29821,1
29822,0
29823,1
29824,2
29825,1
29826,0
29827,0
29829,1
29830,1
29831,1
29832,1
29833,2
29834,1
29835,0
29836,1
29837,1
29838,1
29839,1
29840,1
29841,2
29842,0
29843,0
29844,0
29845,1
29846,2
29847,1
29848,0
29849,1
29850,2
29851,1
29852,2
29853,1
29854,0
29855,2
29856,1
29883,1
29884,1
29887,1
29899,0
29916,1
29918,1
29931,1
29934,2
29941,1
29954,1
29955,1
29957,2
29958,2
29963,0
29966,0
29997,1
29998,0
29999,1
30006,1
30010,1
30020,1
30034,1
30043,1
30045,2
30069,1
30073,1
30082,1
30092,0
30098,0
30115,0
30127,2
30128,1
30129,0
30130,0
30132,1
30133,1
30134,1
30135,2
30136,1
30138,1
30140,1
30141,1
30143,1
30144,1
30145,2
30146,1
30147,2
30148,2
30149,1
30150,1
30151,1
30152,1
30153,1
30154,2
30155,1
30156,0
30157,1
30158,1
30159,1
30160,1
30162,2
30163,1
30164,1
30165,1
30166,1
30167,1
30168,1
30169,1
30170,1
30171,0
30172,2
30173,1
30174,1
30175,0
30176,1
30177,1
30178,2
30179,1
30180,0
30181,2
30182,1
30183,1
30184,1
30185,1
30186,2
30187,1
30188,1
30189,1
30190,2
30192,1
30193,0
30194,1
30195,1
30196,1
30197,1
30198,2
30199,0
30200,1
30201,0
30202,1
30203,0
30204,1
30205,2
30206,0
30208,1
30209,1
30210,1
30211,1
30212,2
30213,0
30214,0
30215,1
30216,1
30217,1
30218,1
30219,0
30220,1
30221,2
30222,0
30223,1
30224,1
30225,0
30226,2
30227,1
30228,1
30229,1
30230,1
30231,1
30232,2
30233,1
30234,1
30235,1
30236,1
30237,1
30238,0
30239,1
30240,1
30241,1
30242,1
30243,1
30244,1
30245,1
30246,1
30247,1
30248,1
30249,0
30250,0
30251,0
30252,0
30253,1
30254,1
30255,0
30256,1
30257,1
30258,1
30259,1
30260,0
30261,0
30262,1
30263,1
30264,2
30265,1
30266,1
30267,1
30268,1
30269,1
30270,2
30271,0
30273,1
30274,0
30275,1
30276,0
30277,2
30278,1
30279,1
30280,2
30281,1
30282,1
30283,2
30284,0
30285,1
30286,2
30287,1
30288,1
30289,0
30290,1
30291,2
30292,1
30293,2
30294,2
30295,1
30296,1
30297,2
30298,1
30299,1
30300,1
30301,1
30302,1
30303,1
30304,1
30305,1
30306,1
30307,1
30308,1
30309,2
30310,1
30311,2
30312,1
30313,0
30314,1
30315,0
30316,1
30317,2
30318,1
30319,1
30320,1
30321,1
30322,1
30323,1
30324,1
30325,1
30326,0
30327,1
30329,1
30330,1
30331,2
30332,1
30333,0
30334,1
30335,1
30336,0
30337,1
30338,0
30339,0
30340,0
30341,2
30342,1
30343,1
30344,0
30345,1
30346,0
30347,1
30348,2
30349,1
30350,1
30351,2
30352,1
30353,1
30354,1
30355,0
30356,1
30357,0
30358,1
30359,1
30360,1
30361,1
30362,2
30363,0
30364,2
30365,1
30366,2
30367,2
30368,1
30369,2
30370,1
30371,1
30372,1
30802,1
30860,0
30960,1
30972,1
30988,1
30991,1
31011,0
31034,0
31042,1
31047,1
31050,1
31052,1
31056,0
31057,1
31059,1
31060,0
31061,0
31062,1
31063,1
31064,2
31065,1
31066,1
31067,1
31068,1
31069,2
31070,1
31071,1
31072,1
31073,0
31074,1
31075,1
31076,1
31077,1
31078,1
31079,1
31080,1
31081,0
31083,1
31084,1
31085,2
31086,1
31087,0
31088,2
31089,1
31090,2
31091,1
31092,0
31093,1
31094,0
31096,1
31097,1
31098,1
31099,1
31100,1
31102,1
31103,1
31104,1
31105,1
31106,1
31107,1
31108,1
31109,2
31110,1
31111,1
31112,1
31113,1
31115,1
31116,1
31117,1
31118,2
31120,1
31121,1
31122,1
31123,2
31124,0
31125,1
31126,2
31127,0
31128,1
31129,2
31130,1
31131,1
31132,2
31133,2
31134,2
31135,2
31137,1
31138,1
31139,1
31140,1
31141,1
31142,1
31143,0
31144,1
31145,0
31146,1
31147,1
31148,0
31149,1
31150,1
31151,1
31152,1
31153,0
31154,1
31155,1
31156,1
31159,1
31160,1
31161,1
31162,2
31163,1
31164,1
31165,1
31166,1
31167,1
31168,2
31169,2
31170,1
31171,2
31172,1
31173,1
31174,1
31175,1
31176,1
31177,1
31178,0
31179,1
31180,0
31189,1
31192,1
31203,0
31208,1
31218,1
31219,2
31226,1
31246,0
31249,1
31257,0
31260,2
31263,1
31281,1
31319,1
31366,1
31380,1
31398,1
31416,2
31417,1
31434,1
31435,0
31436,2
31442,0
31461,1
31465,1
31485,1
31490,1
31491,2
31492,1
31493,2
31495,1
31496,1
31497,2
31498,1
31500,1
31501,1
31503,1
31504,1
31505,1
31506,1
31507,0
31508,2
31509,1
31510,0
31511,1
31513,1
31514,1
31515,2
31516,0
31517,1
31518,1
31519,0
31521,1
31522,2
31523,0
31524,1
31525,1
31527,0
31528,1
31529,1
31530,1
31532,1
31533,1
31534,0
31535,1
31536,0
31537,0
31538,1
31539,0
31540,1
31541,1
31542,1
31543,1
31544,0
31545,0
31546,1
31547,1
31548,1
31549,2
31550,2
31551,1
31552,2
31553,0
31554,1
31555,1
31556,1
31557,1
31558,1
31559,1
31560,1
31561,2
31562,0
31563,1
31564,1
31565,1
31566,1
31567,2
31568,1
31569,1
31571,1
31572,1
31573,1
31574,2
31575,1
31577,1
31578,1
31579,1
31580,1
31581,2
31582,0
31583,1
31584,1
31585,1
31586,1
31587,2
31588,1
31589,1
31590,1
31592,1
31593,1
31594,1
31595,0
31596,0
31597,1
31598,1
31599,1
31600,1
31601,1
31602,2
31603,2
31604,2
31605,1
31606,1
31607,1
31608,1
31609,1
31610,1
31611,2
31612,1
31613,0
31614,0
31615,2
31616,1
31617,1
31618,1
31619,1
31620,0
31621,2
31622,2
31623,2
31624,0
31625,1
31626,0
31627,1
31628,2
31629,1
31630,1
31631,1
31632,1
31633,1
31634,1
31635,0
31636,1
31637,1
31638,0
31639,2
31640,1
31641,1
31642,0
31643,1
31644,1
31645,1
31646,0
31647,1
31648,1
31649,1
31650,0
31651,0
31652,1
31653,1
31654,1
31655,1
31656,2
31657,1
31658,0
31659,2
31660,0
31661,1
31662,1
31663,0
31664,1
31665,1
31666,1
31667,1
31668,1
31669,1
31670,1
31671,1
31672,1
31673,1
31674,1
31675,1
31676,0
31677,1
31678,1
31679,1
31680,1
31681,1
31682,1
31683,1
31684,1
31685,0
31686,2
31687,2
31688,0
31689,1
31690,2
31691,1
31692,0
31693,1
31694,2
31695,1
31696,1
31697,1
31698,1
31699,1
31700,1
31701,1
31702,1
31703,1
31704,2
31705,1
31706,1
31707,1
31708,1
31709,1
31710,0
31711,1
31712,1
31713,2
31714,1
31715,2
31716,1
31717,0
31718,1
31719,1
31720,1
31721,1
31722,1
31723,1
31724,0
31725,1
31726,1
31727,1
31728,2
31729,0
31730,2
31731,2
31732,1
31733,1
31734,1
32142,1
32177,1
32179,1
32266,1
32267,2
32300,1
32306,1
32334,1
32361,1
32370,2
32378,1
32406,1
32415,2
32416,0
32417,0
32418,1
32419,0
32421,1
32422,1
32423,1
32424,1
32425,2
32426,1
32427,1
32428,1
32429,1
32430,1
32431,1
32432,0
32433,1
32434,1
32435,1
32436,2
32437,1
32438,1
32439,1
32440,0
32441,0
32442,1
32443,1
32444,2
32445,1
32447,1
32448,1
32449,0
32450,2
32451,2
32452,2
32453,1
32454,1
32456,2
32457,1
32458,1
32459,1
32460,1
32461,1
32462,2
32463,1
32464,1
32465,1
32466,1
32467,0
32468,1
32469,1
32470,2
32471,1
32472,0
32473,0
32474,1
32475,0
32476,1
32477,1
32478,1
32479,1
32480,1
32481,1
32482,1
32483,1
32484,1
32485,1
32486,1
32487,2
32488,1
32489,1
32490,1
32491,1
32492,1
32494,1
32495,1
32496,1
32497,2
32498,1
32500,1
32501,1
32502,1
32503,1
32504,2
32505,2
32506,2
32507,1
32508,1
32509,1
32510,1
32511,0
32512,2
32513,2
32514,0
32515,1
32516,1
32517,1
32518,1
32519,0
32520,1
32521,2
32523,0
32524,1
32525,1
32527,1
32528,1
32529,2
32530,1
32531,1
32532,1
32533,1
32534,1
32535,2
32537,0
32538,1
32539,1
32552,1
32560,1
32561,1
32569,1
32571,0
32572,1
32589,0
32596,1
32606,1
32634,2
32635,2
32638,0
32642,2
32664,0
32687,1
32701,1
32714,2
32719,1
32737,1
32754,1
32761,2
32779,1
32788,1
32791,2
32798,1
32810,1
32816,0
32823,1
32824,1
32825,1
32827,1
32828,1
32829,2
32831,1
32832,1
32833,1
32834,1
32835,1
32836,1
32837,2
32838,1
32840,0
32842,1
32843,1
32844,2
32845,1
32846,0
32847,1
32848,1
32849,1
32851,1
32852,1
32853,2
32854,2
32855,0
32856,0
32857,1
32858,1
32859,1
32860,0
32861,2
32862,1
32863,1
32864,2
32865,1
32866,1
32867,1
32868,2
32869,2
32870,1
32871,1
32872,2
32873,0
32874,1
32875,0
32876,1
32877,1
32878,1
32879,1
32880,1
32881,2
32882,1
32883,1
32884,0
32885,1
32886,1
32887,1
32888,1
32889,2
32890,1
32891,2
32892,0
32893,1
32894,1
32895,1
32896,2
32897,2
32898,2
32899,1
32900,1
32901,1
32902,1
32903,1
32904,1
32905,0
32906,1
32907,1
32908,0
32909,1
32910,2
32911,1
32912,1
32913,0
32914,1
32915,2
32916,1
32917,0
32918,2
32919,1
32920,2
32921,1
32922,1
32923,1
32924,1
32925,1
32926,1
32927,2
32928,2
32929,1
32930,0
32931,0
32932,1
32933,1
32934,0
32935,1
32936,1
32937,1
32938,1
32939,1
32940,2
32941,1
32942,2
32943,1
32944,1
32945,0
32946,1
32947,1
32948,2
32950,1
32951,2
32952,2
32953,1
32954,1
32955,2
32956,1
32957,1
32958,1
32959,0
32960,1
32961,1
32962,1
32963,1
32964,1
32965,1
32966,1
32967,0
32968,2
32969,1
32970,1
32971,1
32972,1
32973,1
32974,2
32975,1
32976,1
32977,1
32978,1
32979,1
32980,1
32981,1
32982,1
32983,1
32984,1
32985,1
32986,1
32987,2
32988,1
32989,1
32990,0
32991,0
32992,2
32993,1
32994,1
32995,0
32996,0
32997,1
32998,1
32999,1
33000,0
33001,1
33002,1
33004,1
33005,2
33006,1
33007,1
33008,1
33009,1
33010,1
33011,0
33012,1
33013,0
33014,1
33015,1
33016,1
33017,1
33018,2
33019,2
33020,0
33021,1
33022,1
33023,1
33024,2
33025,2
33026,0
33027,1
33028,1
33029,1
33030,0
33031,2
33032,2
33033,2
33034,1
33035,1
33036,1
33037,1
33038,1
33039,0
33040,2
33041,1
33042,1
33043,1
33044,1
33045,1
33046,0
33047,1
33048,2
33049,1
33050,0
33051,1
33052,0
33053,1
33054,0
33055,1
33056,1
33057,1
33058,1
33059,1
33060,2
33061,1
33062,1
33063,0
33064,1
33414,1
33425,1
33443,0
33468,1
33527,1
33553,1
33582,1
33597,1
33609,1
33614,1
33644,0
33671,1
33676,1
33694,1
33695,1
33703,1
33707,1
33718,1
33733,0
33739,1
33740,2
33741,1
33742,1
33744,1
33745,1
33746,1
33747,1
33748,2
33749,1
33750,1
33751,1
33752,2
33753,2
33755,1
33756,1
33757,1
33758,1
33759,2
33760,0
33761,1
33762,2
33764,1
33765,2
33766,2
33767,1
33768,1
33769,2
33770,1
33771,0
33772,1
33774,1
33775,1
33776,1
33777,0
33778,2
33779,2
33780,0
33781,1
33782,0
33783,1
33784,1
33785,2
33786,1
33787,1
33789,1
33790,2
33791,1
33792,1
33793,1
33794,1
33795,0
33796,1
33797,1
33798,2
33799,1
33800,2
33801,0
33802,1
33803,1
33804,2
33805,1
33806,1
33807,1
33808,1
33809,2
33810,0
33811,1
33812,1
33813,0
33814,0
33815,0
33816,0
33817,1
33818,1
33819,1
33820,2
33821,2
33822,1
33823,1
33824,0
33825,0
33826,1
33827,0
33828,2
33829,0
33830,1
33831,1
33832,1
33833,1
33835,1
33836,1
33837,1
33838,2
33839,1
33840,1
33841,1
33842,1
33843,1
33844,0
33845,2
33851,0
33857,2
33876,1
33880,1
33884,1
33906,1
33910,1
33929,1
33934,2
33935,0
33944,0
33949,1
34009,1
34013,0
34015,1
34023,0
34027,1
34040,1
34053,1
34110,1
34129,1
34152,1
34153,1
34154,1
34155,2
34156,1
34158,1
34159,1
34161,1
34163,2
34164,1
34165,1
34167,1
34168,1
34169,1
34171,1
34172,2
34173,2
34174,1
34176,1
34177,2
34179,1
34180,0
34183,0
34184,1
34185,1
34186,1
34189,1
34190,1
34192,1
34193,1
34194,1
34195,2
34196,1
34197,1
34198,2
34199,1
34200,1
34201,1
34202,1
34203,1
34205,1
34206,1
34207,1
34208,1
34209,2
34210,0
34211,2
34212,2
34213,1
34214,1
34215,1
34216,0
34217,1
34218,1
34219,0
34220,0
34221,0
34222,2
34223,2
34224,1
34225,0
34226,2
34227,1
34228,0
34229,2
34230,1
34231,1
34232,1
34233,1
34234,1
34235,1
34236,0
34237,1
34238,1
34239,1
34240,2
34241,1
34242,1
34243,1
34244,1
34245,2
34246,0
