,id,class
8430,30132,1
8431,30133,1
8432,30134,1
8433,30135,2
8434,30136,1
8435,30138,1
8436,30140,1
8437,30141,1
8438,30143,1
8439,30144,1
8440,30145,2
8441,30146,1
8442,30147,2
8443,30148,2
8444,30149,1
8445,30150,1
8446,30151,1
8447,30152,1
8448,30153,1
8449,30154,2
8450,30155,1
8451,30156,0
8452,30157,1
8453,30158,1
8454,30159,1
8455,30160,1
8456,30162,2
8457,30163,1
8458,30164,1
8459,30165,1
8460,30166,1
8461,30167,1
8462,30168,1
8463,30169,1
8464,30170,1
8465,30171,0
8466,30172,2
8467,30173,1
8468,30174,1
8469,30175,0
8470,30176,1
8471,30177,1
8472,30178,2
8473,30179,1
8474,30180,0
8475,30181,2
8476,30182,1
8477,30183,1
8478,30184,1
8479,30185,1
8480,30186,2
8481,30187,1
8482,30188,1
8483,30189,1
8484,30190,2
8485,30192,1
8486,30193,0
8487,30194,1
8488,30195,1
8489,30196,1
8490,30197,1
8491,30198,2
8492,30199,0
8493,30200,1
8494,30201,0
8495,30202,1
8496,30203,0
8497,30204,1
8498,30205,2
8499,30206,0
8500,30208,1
8501,30209,1
8502,30210,1
8503,30211,1
8504,30212,2
8505,30213,0
8506,30214,0
8507,30215,1
8508,30216,1
8509,30217,1
8510,30218,1
8511,30219,0
8512,30220,1
8513,30221,2
8514,30222,0
8515,30223,1
8516,30224,1
8517,30225,0
8518,30226,2
8519,30227,1
8520,30228,1
8521,30229,1
8522,30230,1
8523,30231,1
8524,30232,2
8525,30233,1
8526,30234,1
8527,30235,1
8528,30236,1
8529,30237,1
8530,30238,0
8531,30239,1
8532,30240,1
8533,30241,1
8534,30242,1
8535,30243,1
8536,30244,1
8537,30245,1
8538,30246,1
8539,30247,1
8540,30248,1
8541,30249,0
8542,30250,0
8543,30251,0
8544,30252,0
8545,30253,1
8546,30254,1
8547,30255,0
8548,30256,1
8549,30257,1
8550,30258,1
8551,30259,1
8552,30260,0
8553,30261,0
8554,30262,1
8555,30263,1
8556,30264,2
8557,30265,1
8558,30266,1
8559,30267,1
8560,30268,1
8561,30269,1
8562,30270,2
8563,30271,0
8564,30273,1
8565,30274,0
8566,30275,1
8567,30276,0
8568,30277,2
8569,30278,1
8570,30279,1
8571,30280,2
8572,30281,1
8573,30282,1
8574,30283,2
8575,30284,0
8576,30285,1
8577,30286,2
8578,30287,1
8579,30288,1
8580,30289,0
8581,30290,1
8582,30291,2
8583,30292,1
8584,30293,2
8585,30294,2
8586,30295,1
8587,30296,1
8588,30297,2
8589,30298,1
8590,30299,1
8591,30300,1
8592,30301,1
8593,30302,1
8594,30303,1
8595,30304,1
8596,30305,1
8597,30306,1
8598,30307,1
8599,30308,1
8600,30309,2
8601,30310,1
8602,30311,2
8603,30312,1
8604,30313,0
8605,30314,1
8606,30315,0
8607,30316,1
8608,30317,2
8609,30318,1
8610,30319,1
8611,30320,1
8612,30321,1
8613,30322,1
8614,30323,1
8615,30324,1
8616,30325,1
8617,30326,0
8618,30327,1
8619,30329,1
8620,30330,1
8621,30331,2
8622,30332,1
8623,30333,0
8624,30334,1
8625,30335,1
8626,30336,0
8627,30337,1
8628,30338,0
8629,30339,0
8630,30340,0
8631,30341,2
8632,30342,1
8633,30343,1
8634,30344,0
8635,30345,1
8636,30346,0
8637,30347,1
8638,30348,2
8639,30349,1
8640,30350,1
8641,30351,2
8642,30352,1
8643,30353,1
8644,30354,1
8645,30355,0
8646,30356,1
8647,30357,0
8648,30358,1
8649,30359,1
8650,30360,1
8651,30361,1
8652,30362,2
8653,30363,0
8654,30364,2
8655,30365,1
8656,30366,2
8657,30367,2
8658,30368,1
8659,30369,2
8660,30370,1
8661,30371,1
8662,30372,1
8663,30802,1
8664,30860,0
8665,30960,1
8666,30972,1
8667,30988,1
8668,30991,1
8669,31011,0
8670,31034,0
8671,31042,1
8672,31047,1
8673,31050,1
8674,31052,1
8675,31056,0
8676,31057,1
8677,31059,1
8678,31060,0
8679,31061,0
8680,31062,1
8681,31063,1
8682,31064,2
8683,31065,1
8684,31066,1
8685,31067,1
8686,31068,1
8687,31069,2
8688,31070,1
8689,31071,1
8690,31072,1
8691,31073,0
8692,31074,1
8693,31075,1
8694,31076,1
8695,31077,1
8696,31078,1
8697,31079,1
8698,31080,1
8699,31081,0
8700,31083,1
8701,31084,1
8702,31085,2
8703,31086,1
8704,31087,0
8705,31088,2
8706,31089,1
8707,31090,2
8708,31091,1
8709,31092,0
8710,31093,1
8711,31094,0
8712,31096,1
8713,31097,1
8714,31098,1
8715,31099,1
8716,31100,1
8717,31102,1
8718,31103,1
8719,31104,1
8720,31105,1
8721,31106,1
8722,31107,1
8723,31108,1
8724,31109,2
8725,31110,1
8726,31111,1
8727,31112,1
8728,31113,1
8729,31115,1
8730,31116,1
8731,31117,1
8732,31118,2
8733,31120,1
8734,31121,1
8735,31122,1
8736,31123,2
8737,31124,0
8738,31125,1
8739,31126,2
8740,31127,0
8741,31128,1
8742,31129,2
8743,31130,1
8744,31131,1
8745,31132,2
8746,31133,2
8747,31134,2
8748,31135,2
8749,31137,1
8750,31138,1
8751,31139,1
8752,31140,1
8753,31141,1
8754,31142,1
8755,31143,0
8756,31144,1
8757,31145,0
8758,31146,1
8759,31147,1
8760,31148,0
8761,31149,1
8762,31150,1
8763,31151,1
8764,31152,1
8765,31153,0
8766,31154,1
8767,31155,1
8768,31156,1
8769,31159,1
8770,31160,1
8771,31161,1
8772,31162,2
8773,31163,1
8774,31164,1
8775,31165,1
8776,31166,1
8777,31167,1
8778,31168,2
8779,31169,2
8780,31170,1
8781,31171,2
8782,31172,1
8783,31173,1
8784,31174,1
8785,31175,1
8786,31176,1
8787,31177,1
8788,31178,0
8789,31179,1
8790,31180,0
8791,31189,1
8792,31192,1
8793,31203,0
8794,31208,1
8795,31218,1
8796,31219,2
8797,31226,1
8798,31246,0
8799,31249,1
8800,31257,0
8801,31260,2
8802,31263,1
8803,31281,1
8804,31319,1
8805,31366,1
8806,31380,1
8807,31398,1
8808,31416,2
8809,31417,1
8810,31434,1
8811,31435,0
8812,31436,2
8813,31442,0
8814,31461,1
8815,31465,1
8816,31485,1
8817,31490,1
8818,31491,2
8819,31492,1
8820,31493,2
8821,31495,1
8822,31496,1
8823,31497,2
8824,31498,1
8825,31500,1
8826,31501,1
8827,31503,1
8828,31504,1
8829,31505,1
8830,31506,1
8831,31507,0
8832,31508,2
8833,31509,1
8834,31510,0
8835,31511,1
8836,31513,1
8837,31514,1
8838,31515,2
8839,31516,0
8840,31517,1
8841,31518,1
8842,31519,0
8843,31521,1
8844,31522,2
8845,31523,0
8846,31524,1
8847,31525,1
8848,31527,0
8849,31528,1
8850,31529,1
8851,31530,1
8852,31532,1
8853,31533,1
8854,31534,0
8855,31535,1
8856,31536,0
8857,31537,0
8858,31538,1
8859,31539,0
8860,31540,1
8861,31541,1
8862,31542,1
8863,31543,1
8864,31544,0
8865,31545,0
8866,31546,1
8867,31547,1
8868,31548,1
8869,31549,2
8870,31550,2
8871,31551,1
8872,31552,2
8873,31553,0
8874,31554,1
8875,31555,1
8876,31556,1
8877,31557,1
8878,31558,1
8879,31559,1
8880,31560,1
8881,31561,2
8882,31562,0
8883,31563,1
8884,31564,1
8885,31565,1
8886,31566,1
8887,31567,2
8888,31568,1
8889,31569,1
8890,31571,1
8891,31572,1
8892,31573,1
8893,31574,2
8894,31575,1
8895,31577,1
8896,31578,1
8897,31579,1
8898,31580,1
8899,31581,2
8900,31582,0
8901,31583,1
8902,31584,1
8903,31585,1
8904,31586,1
8905,31587,2
8906,31588,1
8907,31589,1
8908,31590,1
8909,31592,1
8910,31593,1
8911,31594,1
8912,31595,0
8913,31596,0
8914,31597,1
8915,31598,1
8916,31599,1
8917,31600,1
8918,31601,1
8919,31602,2
8920,31603,2
8921,31604,2
8922,31605,1
8923,31606,1
8924,31607,1
8925,31608,1
8926,31609,1
8927,31610,1
8928,31611,2
8929,31612,1
8930,31613,0
8931,31614,0
8932,31615,2
8933,31616,1
8934,31617,1
8935,31618,1
8936,31619,1
8937,31620,0
8938,31621,2
8939,31622,2
8940,31623,2
8941,31624,0
8942,31625,1
8943,31626,0
8944,31627,1
8945,31628,2
8946,31629,1
8947,31630,1
8948,31631,1
8949,31632,1
8950,31633,1
8951,31634,1
8952,31635,0
8953,31636,1
8954,31637,1
8955,31638,0
8956,31639,2
8957,31640,1
8958,31641,1
8959,31642,0
8960,31643,1
8961,31644,1
8962,31645,1
8963,31646,0
8964,31647,1
8965,31648,1
8966,31649,1
8967,31650,0
8968,31651,0
8969,31652,1
8970,31653,1
8971,31654,1
8972,31655,1
8973,31656,2
8974,31657,1
8975,31658,0
8976,31659,2
8977,31660,0
8978,31661,1
8979,31662,1
8980,31663,0
8981,31664,1
8982,31665,1
8983,31666,1
8984,31667,1
8985,31668,1
8986,31669,1
8987,31670,1
8988,31671,1
8989,31672,1
8990,31673,1
8991,31674,1
8992,31675,1
8993,31676,0
8994,31677,1
8995,31678,1
8996,31679,1
8997,31680,1
8998,31681,1
8999,31682,1
9000,31683,1
9001,31684,1
9002,31685,0
9003,31686,2
9004,31687,2
9005,31688,0
9006,31689,1
9007,31690,2
9008,31691,1
9009,31692,0
9010,31693,1
9011,31694,2
9012,31695,1
9013,31696,1
9014,31697,1
9015,31698,1
9016,31699,1
9017,31700,1
9018,31701,1
9019,31702,1
9020,31703,1
9021,31704,2
9022,31705,1
9023,31706,1
9024,31707,1
9025,31708,1
9026,31709,1
9027,31710,0
9028,31711,1
9029,31712,1
9030,31713,2
9031,31714,1
9032,31715,2
9033,31716,1
9034,31717,0
9035,31718,1
9036,31719,1
9037,31720,1
9038,31721,1
9039,31722,1
9040,31723,1
9041,31724,0
9042,31725,1
9043,31726,1
9044,31727,1
9045,31728,2
9046,31729,0
9047,31730,2
9048,31731,2
9049,31732,1
9050,31733,1
9051,31734,1
9052,32142,1
9053,32177,1
9054,32179,1
9055,32266,1
9056,32267,2
9057,32300,1
9058,32306,1
9059,32334,1
9060,32361,1
9061,32370,2
9062,32378,1
9063,32406,1
9064,32415,2
9065,32416,0
9066,32417,0
9067,32418,1
9068,32419,0
9069,32421,1
9070,32422,1
9071,32423,1
9072,32424,1
9073,32425,2
9074,32426,1
9075,32427,1
9076,32428,1
9077,32429,1
9078,32430,1
9079,32431,1
9080,32432,0
9081,32433,1
9082,32434,1
9083,32435,1
9084,32436,2
9085,32437,1
9086,32438,1
9087,32439,1
9088,32440,0
9089,32441,0
9090,32442,1
9091,32443,1
9092,32444,2
9093,32445,1
9094,32447,1
9095,32448,1
9096,32449,0
9097,32450,2
9098,32451,2
9099,32452,2
9100,32453,1
9101,32454,1
9102,32456,2
9103,32457,1
9104,32458,1
9105,32459,1
9106,32460,1
9107,32461,1
9108,32462,2
9109,32463,1
9110,32464,1
9111,32465,1
9112,32466,1
9113,32467,0
9114,32468,1
9115,32469,1
9116,32470,2
9117,32471,1
9118,32472,0
9119,32473,0
9120,32474,1
9121,32475,0
9122,32476,1
9123,32477,1
9124,32478,1
9125,32479,1
9126,32480,1
9127,32481,1
9128,32482,1
9129,32483,1
9130,32484,1
9131,32485,1
9132,32486,1
9133,32487,2
9134,32488,1
9135,32489,1
9136,32490,1
9137,32491,1
9138,32492,1
9139,32494,1
9140,32495,1
9141,32496,1
9142,32497,2
9143,32498,1
9144,32500,1
9145,32501,1
9146,32502,1
9147,32503,1
9148,32504,2
9149,32505,2
9150,32506,2
9151,32507,1
9152,32508,1
9153,32509,1
9154,32510,1
9155,32511,0
9156,32512,2
9157,32513,2
9158,32514,0
9159,32515,1
9160,32516,1
9161,32517,1
9162,32518,1
9163,32519,0
9164,32520,1
9165,32521,2
9166,32523,0
9167,32524,1
9168,32525,1
9169,32527,1
9170,32528,1
9171,32529,2
9172,32530,1
9173,32531,1
9174,32532,1
9175,32533,1
9176,32534,1
9177,32535,2
9178,32537,0
9179,32538,1
9180,32539,1
9181,32552,1
9182,32560,1
9183,32561,1
9184,32569,1
9185,32571,0
9186,32572,1
9187,32589,0
9188,32596,1
9189,32606,1
9190,32634,2
9191,32635,2
9192,32638,0
9193,32642,2
9194,32664,0
9195,32687,1
9196,32701,1
9197,32714,2
9198,32719,1
9199,32737,1
9200,32754,1
9201,32761,2
9202,32779,1
9203,32788,1
9204,32791,2
9205,32798,1
9206,32810,1
9207,32816,0
9208,32823,1
9209,32824,1
9210,32825,1
9211,32827,1
9212,32828,1
9213,32829,2
9214,32831,1
9215,32832,1
9216,32833,1
9217,32834,1
9218,32835,1
9219,32836,1
9220,32837,2
9221,32838,1
9222,32840,0
9223,32842,1
9224,32843,1
9225,32844,2
9226,32845,1
9227,32846,0
9228,32847,1
9229,32848,1
9230,32849,1
9231,32851,1
9232,32852,1
9233,32853,2
9234,32854,2
9235,32855,0
9236,32856,0
9237,32857,1
9238,32858,1
9239,32859,1
9240,32860,0
9241,32861,2
9242,32862,1
9243,32863,1
9244,32864,2
9245,32865,1
9246,32866,1
9247,32867,1
9248,32868,2
9249,32869,2
9250,32870,1
9251,32871,1
9252,32872,2
9253,32873,0
9254,32874,1
9255,32875,0
9256,32876,1
9257,32877,1
9258,32878,1
9259,32879,1
9260,32880,1
9261,32881,2
9262,32882,1
9263,32883,1
9264,32884,0
9265,32885,1
9266,32886,1
9267,32887,1
9268,32888,1
9269,32889,2
9270,32890,1
9271,32891,2
9272,32892,0
9273,32893,1
9274,32894,1
9275,32895,1
9276,32896,2
9277,32897,2
9278,32898,2
9279,32899,1
9280,32900,1
9281,32901,1
9282,32902,1
9283,32903,1
9284,32904,1
9285,32905,0
9286,32906,1
9287,32907,1
9288,32908,0
9289,32909,1
9290,32910,2
9291,32911,1
9292,32912,1
9293,32913,0
9294,32914,1
9295,32915,2
9296,32916,1
9297,32917,0
9298,32918,2
9299,32919,1
9300,32920,2
9301,32921,1
9302,32922,1
9303,32923,1
9304,32924,1
9305,32925,1
9306,32926,1
9307,32927,2
9308,32928,2
9309,32929,1
9310,32930,0
9311,32931,0
9312,32932,1
9313,32933,1
9314,32934,0
9315,32935,1
9316,32936,1
9317,32937,1
9318,32938,1
9319,32939,1
9320,32940,2
9321,32941,1
9322,32942,2
9323,32943,1
9324,32944,1
9325,32945,0
9326,32946,1
9327,32947,1
9328,32948,2
9329,32950,1
9330,32951,2
9331,32952,2
9332,32953,1
9333,32954,1
9334,32955,2
9335,32956,1
9336,32957,1
9337,32958,1
9338,32959,0
9339,32960,1
9340,32961,1
9341,32962,1
9342,32963,1
9343,32964,1
9344,32965,1
9345,32966,1
9346,32967,0
9347,32968,2
9348,32969,1
9349,32970,1
9350,32971,1
9351,32972,1
9352,32973,1
9353,32974,2
9354,32975,1
9355,32976,1
9356,32977,1
9357,32978,1
9358,32979,1
9359,32980,1
9360,32981,1
9361,32982,1
9362,32983,1
9363,32984,1
9364,32985,1
9365,32986,1
9366,32987,2
9367,32988,1
9368,32989,1
9369,32990,0
9370,32991,0
9371,32992,2
9372,32993,1
9373,32994,1
9374,32995,0
9375,32996,0
9376,32997,1
9377,32998,1
9378,32999,1
9379,33000,0
9380,33001,1
9381,33002,1
9382,33004,1
9383,33005,2
9384,33006,1
9385,33007,1
9386,33008,1
9387,33009,1
9388,33010,1
9389,33011,0
9390,33012,1
9391,33013,0
9392,33014,1
9393,33015,1
9394,33016,1
9395,33017,1
9396,33018,2
9397,33019,2
9398,33020,0
9399,33021,1
9400,33022,1
9401,33023,1
9402,33024,2
9403,33025,2
9404,33026,0
9405,33027,1
9406,33028,1
9407,33029,1
9408,33030,0
9409,33031,2
9410,33032,2
9411,33033,2
9412,33034,1
9413,33035,1
9414,33036,1
9415,33037,1
9416,33038,1
9417,33039,0
9418,33040,2
9419,33041,1
9420,33042,1
9421,33043,1
9422,33044,1
9423,33045,1
9424,33046,0
9425,33047,1
9426,33048,2
9427,33049,1
9428,33050,0
9429,33051,1
9430,33052,0
9431,33053,1
9432,33054,0
9433,33055,1
9434,33056,1
9435,33057,1
9436,33058,1
9437,33059,1
9438,33060,2
9439,33061,1
9440,33062,1
9441,33063,0
9442,33064,1
9443,33414,1
9444,33425,1
9445,33443,0
9446,33468,1
9447,33527,1
9448,33553,1
9449,33582,1
9450,33597,1
9451,33609,1
9452,33614,1
9453,33644,0
9454,33671,1
9455,33676,1
9456,33694,1
9457,33695,1
9458,33703,1
9459,33707,1
9460,33718,1
9461,33733,0
9462,33739,1
9463,33740,2
9464,33741,1
9465,33742,1
9466,33744,1
9467,33745,1
9468,33746,1
9469,33747,1
9470,33748,2
9471,33749,1
9472,33750,1
9473,33751,1
9474,33752,2
9475,33753,2
9476,33755,1
9477,33756,1
9478,33757,1
9479,33758,1
9480,33759,2
9481,33760,0
9482,33761,1
9483,33762,2
9484,33764,1
9485,33765,2
9486,33766,2
9487,33767,1
9488,33768,1
9489,33769,2
9490,33770,1
9491,33771,0
9492,33772,1
9493,33774,1
9494,33775,1
9495,33776,1
9496,33777,0
9497,33778,2
9498,33779,2
9499,33780,0
9500,33781,1
9501,33782,0
9502,33783,1
9503,33784,1
9504,33785,2
9505,33786,1
9506,33787,1
9507,33789,1
9508,33790,2
9509,33791,1
9510,33792,1
9511,33793,1
9512,33794,1
9513,33795,0
9514,33796,1
9515,33797,1
9516,33798,2
9517,33799,1
9518,33800,2
9519,33801,0
9520,33802,1
9521,33803,1
9522,33804,2
9523,33805,1
9524,33806,1
9525,33807,1
9526,33808,1
9527,33809,2
9528,33810,0
9529,33811,1
9530,33812,1
9531,33813,0
9532,33814,0
9533,33815,0
9534,33816,0
9535,33817,1
9536,33818,1
9537,33819,1
9538,33820,2
9539,33821,2
9540,33822,1
9541,33823,1
9542,33824,0
9543,33825,0
9544,33826,1
9545,33827,0
9546,33828,2
9547,33829,0
9548,33830,1
9549,33831,1
9550,33832,1
9551,33833,1
9552,33835,1
9553,33836,1
9554,33837,1
9555,33838,2
9556,33839,1
9557,33840,1
9558,33841,1
9559,33842,1
9560,33843,1
9561,33844,0
9562,33845,2
9563,33851,0
9564,33857,2
9565,33876,1
9566,33880,1
9567,33884,1
9568,33906,1
9569,33910,1
9570,33929,1
9571,33934,2
9572,33935,0
9573,33944,0
9574,33949,1
9575,34009,1
9576,34013,0
9577,34015,1
9578,34023,0
9579,34027,1
9580,34040,1
9581,34053,1
9582,34110,1
9583,34129,1
9584,34152,1
9585,34153,1
9586,34154,1
9587,34155,2
9588,34156,1
9589,34158,1
9590,34159,1
9591,34161,1
9592,34163,2
9593,34164,1
9594,34165,1
9595,34167,1
9596,34168,1
9597,34169,1
9598,34171,1
9599,34172,2
9600,34173,2
9601,34174,1
9602,34176,1
9603,34177,2
9604,34179,1
9605,34180,0
9606,34183,0
9607,34184,1
9608,34185,1
9609,34186,1
9610,34189,1
9611,34190,1
9612,34192,1
9613,34193,1
9614,34194,1
9615,34195,2
9616,34196,1
9617,34197,1
9618,34198,2
9619,34199,1
9620,34200,1
9621,34201,1
9622,34202,1
9623,34203,1
9624,34205,1
9625,34206,1
9626,34207,1
9627,34208,1
9628,34209,2
9629,34210,0
9630,34211,2
9631,34212,2
9632,34213,1
9633,34214,1
9634,34215,1
9635,34216,0
9636,34217,1
9637,34218,1
9638,34219,0
9639,34220,0
9640,34221,0
9641,34222,2
9642,34223,2
9643,34224,1
9644,34225,0
9645,34226,2
9646,34227,1
9647,34228,0
9648,34229,2
9649,34230,1
9650,34231,1
9651,34232,1
9652,34233,1
9653,34234,1
9654,34235,1
9655,34236,0
9656,34237,1
9657,34238,1
9658,34239,1
9659,34240,2
9660,34241,1
9661,34242,1
9662,34243,1
9663,34244,1
9664,34245,2
9665,34246,0
9666,34247,2
9667,34248,1
9668,34249,1
9669,34250,1
9670,34251,1
9671,34252,1
9672,34253,1
9673,34254,1
9674,34255,0
9675,34256,1
9676,34257,2
9677,34258,1
9678,34259,0
9679,34260,1
9680,34261,1
9681,34262,1
9682,34263,2
9683,34264,0
9684,34265,1
9685,34266,0
9686,34267,1
9687,34268,1
9688,34269,1
9689,34270,1
9690,34271,1
9691,34272,2
9692,34273,1
9693,34274,0
9694,34275,1
9695,34277,1
9696,34278,0
9697,34279,2
9698,34280,1
9699,34281,0
9700,34282,1
9701,34283,0
9702,34284,1
9703,34285,1
9704,34286,0
9705,34287,1
9706,34288,1
9707,34289,2
9708,34290,1
9709,34291,1
9710,34292,1
9711,34293,1
9712,34294,1
9713,34295,1
9714,34296,0
9715,34297,1
9716,34298,2
9717,34299,2
9718,34300,1
9719,34301,1
9720,34302,1
9721,34303,0
9722,34304,1
9723,34305,1
9724,34306,2
9725,34307,1
9726,34308,1
9727,34309,1
9728,34310,0
9729,34311,2
9730,34312,1
9731,34313,1
9732,34314,1
9733,34315,1
9734,34316,0
9735,34317,1
9736,34318,1
9737,34319,2
9738,34320,1
9739,34321,2
9740,34322,1
9741,34323,2
9742,34324,1
9743,34325,1
9744,34326,1
9745,34327,1
9746,34328,1
9747,34329,1
9748,34330,1
9749,34332,2
9750,34333,0
9751,34334,1
9752,34335,0
9753,34336,2
9754,34337,1
9755,34338,1
9756,34339,1
9757,34340,1
9758,34341,0
9759,34342,1
9760,34343,0
9761,34344,1
9762,34345,1
9763,34346,2
9764,34347,2
9765,34348,2
9766,34349,1
9767,34350,0
9768,34351,1
9769,34352,2
9770,34353,0
9771,34354,0
9772,34355,1
9773,34356,1
9774,34357,1
9775,34358,1
9776,34359,1
9777,34360,1
9778,34361,0
9779,34362,1
9780,34363,1
9781,34364,0
9782,34365,2
9783,34366,2
9784,34367,2
9785,34368,2
9786,34369,1
9787,34370,1
9788,34371,2
9789,34372,1
9790,34373,2
9791,34374,1
9792,34375,1
9793,34376,1
9794,34377,0
9795,34378,1
9796,34379,2
9797,34380,2
9798,34381,1
9799,34382,1
9800,34383,1
9801,34384,0
9802,34385,1
9803,34386,2
9804,34387,2
9805,34388,1
9806,34389,1
9807,34390,1
9808,34391,2
9809,34392,2
9810,34393,1
9811,34394,1
9812,34395,1
9813,34396,1
9814,34397,1
9815,34398,1
9816,34399,0
9817,34400,1
9818,34401,0
9819,34402,1
9820,34403,1
9821,34404,1
9822,34405,1
9823,34406,1
9824,34860,1
9825,34875,1
9826,34914,0
9827,34946,1
9828,34992,2
9829,35007,0
9830,35008,1
9831,35015,1
9832,35044,1
9833,35067,1
9834,35078,1
9835,35086,0
9836,35088,1
9837,35094,2
9838,35098,2
9839,35099,1
9840,35100,1
9841,35101,1
9842,35102,1
9843,35103,1
9844,35104,1
9845,35105,0
9846,35106,1
9847,35108,1
9848,35109,1
9849,35110,2
9850,35112,1
9851,35113,1
9852,35115,2
9853,35116,1
9854,35117,1
9855,35118,1
9856,35119,0
9857,35120,1
9858,35121,1
9859,35122,1
9860,35123,0
9861,35124,1
9862,35125,2
9863,35126,0
9864,35127,1
9865,35128,1
9866,35129,1
9867,35130,1
9868,35131,1
9869,35132,1
9870,35133,1
9871,35134,0
9872,35135,1
9873,35136,1
9874,35137,2
9875,35138,1
9876,35139,0
9877,35140,1
9878,35141,0
9879,35142,2
9880,35143,0
9881,35144,2
9882,35145,1
9883,35146,2
9884,35147,0
9885,35148,1
9886,35149,1
9887,35150,1
9888,35151,0
9889,35152,2
9890,35153,1
9891,35154,1
9892,35155,1
9893,35156,0
9894,35157,1
9895,35158,1
9896,35159,1
9897,35161,1
9898,35162,0
9899,35163,1
9900,35164,2
9901,35165,2
9902,35166,1
9903,35167,1
9904,35169,2
9905,35170,1
9906,35171,2
9907,35172,1
9908,35173,1
9909,35174,0
9910,35175,2
9911,35176,1
9912,35177,1
9913,35178,1
9914,35179,1
9915,35180,2
9916,35181,0
9917,35182,1
9918,35183,0
9919,35184,1
9920,35185,1
9921,35186,1
9922,35187,1
9923,35188,2
9924,35189,1
9925,35190,1
9926,35191,0
9927,35192,0
9928,35193,1
9929,35194,1
9930,35195,1
9931,35196,2
9932,35197,1
9933,35198,2
9934,35199,1
9935,35200,1
9936,35201,1
9937,35202,2
9938,35203,2
9939,35204,1
9940,35205,2
9941,35206,1
9942,35207,1
9943,35208,2
9944,35209,0
9945,35210,0
9946,35211,1
9947,35212,0
9948,35213,2
9949,35214,0
9950,35215,1
9951,35216,1
9952,35218,0
9953,35219,1
9954,35220,2
9955,35227,1
9956,35249,1
9957,35256,1
9958,35275,1
9959,35286,1
9960,35292,0
9961,35293,2
9962,35295,1
9963,35302,1
9964,35312,1
9965,35313,2
9966,35326,2
9967,35333,1
9968,35346,1
9969,35371,0
9970,35372,0
9971,35380,1
9972,35382,2
9973,35396,1
9974,35405,1
9975,35431,1
9976,35434,1
9977,35443,2
9978,35446,0
9979,35447,1
9980,35467,0
9981,35495,1
9982,35502,1
9983,35503,1
9984,35504,0
9985,35505,1
9986,35506,1
9987,35507,1
9988,35508,1
9989,35510,1
9990,35512,0
9991,35513,1
9992,35514,1
9993,35515,0
9994,35516,2
9995,35517,2
9996,35518,1
9997,35519,0
9998,35520,1
9999,35521,1
10000,35522,1
10001,35523,1
10002,35524,1
10003,35526,1
10004,35527,1
10005,35528,0
10006,35529,1
10007,35530,1
10008,35531,1
10009,35532,1
10010,35533,1
10011,35535,2
10012,35536,2
10013,35537,1
10014,35538,1
10015,35539,0
10016,35540,1
10017,35541,1
10018,35542,1
10019,35543,1
10020,35544,1
10021,35545,1
10022,35546,2
10023,35547,2
10024,35548,1
10025,35549,1
10026,35550,2
10027,35551,2
10028,35552,2
10029,35553,1
10030,35554,0
10031,35555,2
10032,35556,1
10033,35557,1
10034,35558,1
10035,35559,1
10036,35560,1
10037,35561,1
10038,35562,2
10039,35563,1
10040,35564,2
10041,35565,1
10042,35566,2
10043,35567,1
10044,35568,1
10045,35569,1
10046,35570,1
10047,35571,1
10048,35572,1
10049,35573,1
10050,35574,1
10051,35576,2
10052,35577,1
10053,35578,1
10054,35579,0
10055,35580,1
10056,35581,1
10057,35582,1
10058,35583,1
10059,35584,1
10060,35585,1
10061,35586,1
10062,35587,1
10063,35588,0
10064,35589,1
10065,35590,2
10066,35591,2
10067,35592,1
10068,35593,0
10069,35594,1
10070,35595,1
10071,35596,2
10072,35597,1
10073,35598,0
10074,35599,0
10075,35600,2
10076,35601,1
10077,35602,1
10078,35603,1
10079,35604,1
10080,35605,1
10081,35606,2
10082,35607,1
10083,35608,1
10084,35609,1
10085,35610,1
10086,35612,0
10087,35613,1
10088,35614,1
10089,35615,2
10090,35616,1
10091,35617,1
10092,35618,1
10093,35619,1
10094,35620,1
10095,35621,1
10096,35622,1
10097,35623,1
10098,35624,1
10099,35625,2
10100,35626,1
10101,35627,2
10102,35628,0
10103,35629,1
10104,35630,1
10105,35631,1
10106,35632,1
10107,35633,1
10108,35634,1
10109,35635,1
10110,35636,0
10111,35637,0
10112,35638,2
10113,35639,1
10114,35640,1
10115,35641,1
10116,35642,1
10117,35643,2
10118,35644,1
10119,35645,1
10120,35646,1
10121,35647,1
10122,35648,0
10123,35649,2
10124,35650,1
10125,35651,1
10126,35652,1
10127,35653,0
10128,35654,2
10129,35655,1
10130,35656,1
10131,35657,1
10132,35658,1
10133,35659,1
10134,35660,1
10135,35661,2
10136,35662,1
10137,35663,1
10138,35664,1
10139,35665,1
10140,35666,1
10141,35667,1
10142,35668,1
10143,35669,1
10144,35670,1
10145,35671,1
10146,35672,1
10147,35673,1
10148,35674,1
10149,35676,2
10150,35677,1
10151,35678,1
10152,35679,1
10153,35680,1
10154,35681,1
10155,35682,2
10156,35683,1
10157,35684,1
10158,35685,2
10159,35686,2
10160,35688,0
10161,35689,1
10162,35690,0
10163,35691,1
10164,35692,1
10165,35693,1
10166,35694,1
10167,35695,1
10168,35696,1
10169,35697,2
10170,35698,2
10171,35699,1
10172,35700,2
10173,35701,2
10174,35702,1
10175,35703,1
10176,35704,1
10177,35705,1
10178,35706,1
